0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
"(523.125, 1800.0)","(675.0, 1470.0)","(455.625, 1140.0)","(405.0, 1140.0)","(388.125, 1650.0)","(523.125, 1590.0)","(421.875, 1140.0)","(590.625, 780.0)","(607.5, 780.0)","(641.25, 510.0)","(793.125, 780.0)","(894.375, 900.0)","(658.125, 810.0)","(776.25, 750.0)","(489.375, 660.0)","(759.375, 750.0)"
"(540.0, 1770.0)","(675.0, 1470.0)","(455.625, 1140.0)","(405.0, 1140.0)","(776.25, 720.0)","(523.125, 1710.0)","(438.75, 1140.0)","(590.625, 780.0)","(607.5, 750.0)","(641.25, 480.0)","(793.125, 780.0)","(894.375, 900.0)","(658.125, 810.0)","(556.875, 750.0)","(776.25, 750.0)","(810.0, 810.0)"
"(540.0, 1770.0)","(658.125, 1440.0)","(472.5, 1140.0)","(405.0, 1110.0)","(776.25, 720.0)","(523.125, 1740.0)","(438.75, 1110.0)","(590.625, 780.0)","(607.5, 720.0)","(607.5, 450.0)","(793.125, 750.0)","(894.375, 870.0)","(658.125, 780.0)","(556.875, 750.0)","(793.125, 780.0)","(742.5, 720.0)"
"(540.0, 1770.0)","(658.125, 1440.0)","(472.5, 1140.0)","(421.875, 1110.0)","(556.875, 1470.0)","(523.125, 1710.0)","(455.625, 1110.0)","(590.625, 750.0)","(590.625, 720.0)","(624.375, 450.0)","(793.125, 720.0)","(877.5, 840.0)","(658.125, 780.0)","(556.875, 750.0)","(776.25, 750.0)","(776.25, 750.0)"
"(540.0, 1770.0)","(658.125, 1440.0)","(472.5, 1110.0)","(421.875, 1080.0)","(556.875, 1470.0)","(523.125, 1590.0)","(472.5, 1110.0)","(590.625, 750.0)","(607.5, 720.0)","(641.25, 450.0)","(793.125, 720.0)","(894.375, 840.0)","(658.125, 750.0)","(540.0, 720.0)","(540.0, 510.0)","(556.875, 570.0)"
"(540.0, 1770.0)","(658.125, 1440.0)","(472.5, 1110.0)","(438.75, 1080.0)","(556.875, 1470.0)","(523.125, 1590.0)","(472.5, 1110.0)","(590.625, 720.0)","(590.625, 690.0)","(641.25, 450.0)","(793.125, 720.0)","(877.5, 810.0)","(641.25, 750.0)","(556.875, 690.0)","(540.0, 510.0)","(556.875, 570.0)"
"(540.0, 1770.0)","(658.125, 1440.0)","(489.375, 1110.0)","(438.75, 1080.0)","(556.875, 1470.0)","(523.125, 1590.0)","(472.5, 1080.0)","(590.625, 720.0)","(590.625, 690.0)","(641.25, 420.0)","(776.25, 690.0)","(877.5, 810.0)","(641.25, 720.0)","(556.875, 690.0)","(540.0, 510.0)","(556.875, 570.0)"
"(540.0, 1770.0)","(641.25, 1440.0)","(506.25, 1110.0)","(455.625, 1080.0)","(556.875, 1440.0)","(523.125, 1710.0)","(489.375, 1110.0)","(590.625, 720.0)","(590.625, 690.0)","(624.375, 420.0)","(742.5, 690.0)","(877.5, 780.0)","(641.25, 720.0)","(540.0, 690.0)","(793.125, 690.0)","(776.25, 690.0)"
"(540.0, 1770.0)","(641.25, 1440.0)","(506.25, 1110.0)","(573.75, 1110.0)","(556.875, 1440.0)","(523.125, 1710.0)","(540.0, 1110.0)","(590.625, 720.0)","(590.625, 660.0)","(624.375, 420.0)","(725.625, 660.0)","(877.5, 780.0)","(641.25, 720.0)","(540.0, 690.0)","(793.125, 690.0)","(708.75, 630.0)"
"(540.0, 1770.0)","(641.25, 1440.0)","(523.125, 1110.0)","(590.625, 1110.0)","(556.875, 1410.0)","(523.125, 1710.0)","(556.875, 1110.0)","(590.625, 690.0)","(590.625, 660.0)","(624.375, 420.0)","(776.25, 660.0)","(877.5, 780.0)","(641.25, 720.0)","(540.0, 690.0)","(810.0, 690.0)","(725.625, 660.0)"
"(540.0, 1770.0)","(641.25, 1410.0)","(523.125, 1110.0)","(590.625, 1110.0)","(556.875, 1410.0)","(523.125, 1710.0)","(556.875, 1110.0)","(590.625, 690.0)","(590.625, 660.0)","(624.375, 390.0)","(894.375, 780.0)","(877.5, 750.0)","(641.25, 720.0)","(523.125, 690.0)","(793.125, 660.0)","(708.75, 630.0)"
"(540.0, 1770.0)","(641.25, 1410.0)","(540.0, 1110.0)","(590.625, 1110.0)","(556.875, 1410.0)","(523.125, 1710.0)","(556.875, 1110.0)","(590.625, 690.0)","(590.625, 660.0)","(624.375, 390.0)","(877.5, 780.0)","(759.375, 750.0)","(641.25, 690.0)","(540.0, 690.0)","(793.125, 660.0)","(708.75, 600.0)"
"(540.0, 1770.0)","(641.25, 1410.0)","(556.875, 1110.0)","(506.25, 1080.0)","(556.875, 1410.0)","(523.125, 1710.0)","(556.875, 1110.0)","(573.75, 690.0)","(590.625, 660.0)","(607.5, 390.0)","(877.5, 750.0)","(759.375, 720.0)","(624.375, 690.0)","(523.125, 690.0)","(793.125, 660.0)","(708.75, 600.0)"
"(540.0, 1770.0)","(624.375, 1410.0)","(573.75, 1110.0)","(523.125, 1080.0)","(573.75, 1410.0)","(523.125, 1710.0)","(556.875, 1110.0)","(590.625, 690.0)","(590.625, 660.0)","(590.625, 390.0)","(877.5, 750.0)","(759.375, 720.0)","(624.375, 690.0)","(523.125, 690.0)","(793.125, 660.0)","(708.75, 600.0)"
"(540.0, 1770.0)","(624.375, 1410.0)","(556.875, 1080.0)","(624.375, 1140.0)","(556.875, 1410.0)","(523.125, 1710.0)","(573.75, 1110.0)","(573.75, 690.0)","(590.625, 660.0)","(607.5, 390.0)","(877.5, 750.0)","(759.375, 720.0)","(624.375, 690.0)","(523.125, 690.0)","(742.5, 630.0)","(708.75, 600.0)"
"(540.0, 1770.0)","(624.375, 1410.0)","(573.75, 1080.0)","(624.375, 1110.0)","(556.875, 1410.0)","(523.125, 1710.0)","(573.75, 1110.0)","(590.625, 690.0)","(590.625, 660.0)","(590.625, 390.0)","(877.5, 750.0)","(759.375, 720.0)","(624.375, 690.0)","(523.125, 690.0)","(776.25, 660.0)","(708.75, 600.0)"
